timestamp,model,source_config,accuracy,macro_f1,macro_precision,macro_recall,weighted_f1,weighted_precision,weighted_recall,negative_precision,negative_recall,negative_f1,neutral_precision,neutral_recall,neutral_f1,positive_precision,positive_recall,positive_f1
2026-04-14T09:10:58,cnn,twitter,0.674264007597341,0.6265626031167938,0.6264198932057247,0.6552925895744324,0.6906839673313733,0.7332461290406743,0.674264007597341,0.8665430954587581,0.6910569105691057,0.7689144736842105,0.4158415841584158,0.6853146853146853,0.5176056338028169,0.596875,0.5895061728395061,0.593167701863354
2026-04-14T09:11:16,cnn,skytrax,0.7579156866292744,0.6683199768520943,0.6726322984050478,0.6825776847937738,0.7763282923357797,0.8036623541645889,0.7579156866292744,0.8351254480286738,0.7420382165605095,0.7858347386172007,0.2858455882352941,0.4762633996937213,0.3572659391154509,0.8969258589511754,0.8294314381270903,0.8618592528236316
2026-04-14T09:11:27,cnn,airlinequality,0.724230654317299,0.5738165831536469,0.5622285409759142,0.6278433194654676,0.755066829176545,0.8102331792153965,0.724230654317299,0.9422382671480144,0.7571487774554496,0.8396139705882353,0.1843137254901961,0.415929203539823,0.2554347826086957,0.5601336302895323,0.71045197740113,0.6264009962640099
2026-04-14T09:11:46,cnn,twitter+skytrax,0.7823922442028036,0.6918885161764284,0.6968242422873597,0.6889828831139632,0.7778899354579055,0.7745460084402588,0.7823922442028036,0.8040540540540541,0.8455359901143034,0.824273452793254,0.42733188720173537,0.36414048059149723,0.3932135728542914,0.8590867856062897,0.8572721786360893,0.8581785228817399
2026-04-14T09:12:02,cnn,twitter+airlinequality,0.6983311938382541,0.6201488900957536,0.6089229423112058,0.680093324075662,0.7244421317220212,0.78300386775169,0.6983311938382541,0.9156708774325708,0.712161444503452,0.8011949215832711,0.31551596139569416,0.648854961832061,0.4245754245754246,0.5955819881053526,0.6792635658914729,0.634676324128565
2026-04-14T09:12:24,cnn,skytrax+airlinequality,0.7493802118548569,0.6590754343369553,0.6599836664916264,0.6836945006081147,0.7680179715796771,0.7994185693869909,0.7493802118548569,0.8953683035714286,0.7468000930882011,0.814363659434082,0.2710691823899371,0.49032992036405004,0.3491292021061158,0.8135135135135135,0.813953488372093,0.8137334414706677
2026-04-14T09:12:52,cnn,twitter+skytrax+airlinequality,0.7280510018214936,0.6665984306948163,0.6714660897468278,0.6997056185387377,0.750571606971765,0.7925400519145793,0.7280510018214936,0.8835978835978836,0.7389380530973452,0.8048192771084337,0.3088863019014358,0.6085626911314985,0.4097812097812098,0.8219140837411637,0.7516161113873695,0.7851948051948052
2026-04-14T09:12:55,lstm,twitter,0.7089268755935423,0.6475642931966389,0.6297935103244838,0.68796312088995,0.7209864790335605,0.7501575775912059,0.7089268755935423,0.8893805309734514,0.7427937915742794,0.8095046314941603,0.5,0.5710955710955711,0.5331882480957563,0.5,0.75,0.6
2026-04-14T09:13:14,lstm,skytrax,0.7264338700922743,0.6168180722329873,0.6156106476329498,0.6247576054706555,0.7378115939601689,0.7553883110985046,0.7264338700922743,0.7357664233576642,0.802547770700637,0.7677075399847677,0.2281722933643772,0.3001531393568147,0.25925925925925924,0.8828932261768083,0.771571906354515,0.8234874174549348
2026-04-14T09:13:25,lstm,airlinequality,0.6704511502838363,0.5000963886747374,0.5096215705644519,0.540442312391909,0.706412038969288,0.7601390644710971,0.6704511502838363,0.8978993649242795,0.7617074181516784,0.8242152466367713,0.14350453172205438,0.42035398230088494,0.21396396396396397,0.48746081504702193,0.4392655367231638,0.462109955423477
2026-04-14T09:13:50,lstm,twitter+skytrax,0.7231756845277086,0.6657477470183967,0.6724163148776477,0.6812243151412041,0.7422689639684261,0.7740609842296353,0.7231756845277086,0.8348623853211009,0.7309236947791165,0.7794432548179872,0.31920748486516237,0.5360443622920518,0.40013797861331496,0.8631790744466801,0.7767048883524442,0.8176620076238882
2026-04-14T09:14:06,lstm,twitter+airlinequality,0.7177700348432056,0.6201286065429811,0.6038065937280017,0.6636492106199955,0.7323425808667944,0.7701378062785521,0.7177700348432056,0.9077072538860104,0.74429102496017,0.8179165450831631,0.4018445322793149,0.46564885496183206,0.4314002828854314,0.50186799501868,0.7810077519379846,0.6110689916603488
2026-04-14T09:14:32,lstm,skytrax+airlinequality,0.7204192021636241,0.6290654434244494,0.637270298078652,0.6515543912995764,0.7444558155048363,0.7850001994532388,0.7204192021636241,0.8963220388068346,0.7202699557831045,0.7987096774193548,0.22727272727272727,0.44937428896473264,0.3018723729461215,0.7882161281563942,0.7850189291508923,0.7866142799078716
2026-04-14T09:15:10,lstm,twitter+skytrax+airlinequality,0.7503642987249545,0.6762903181887708,0.6725242866641828,0.6972401576181211,0.7645507189177294,0.7885304683227872,0.7503642987249545,0.8883864337101747,0.7649557522123894,0.8220637184973847,0.3326848249027237,0.5229357798165137,0.40665873959571935,0.7965016013796502,0.80382894082546,0.8001484964732087
2026-04-14T09:15:13,gru,twitter,0.7283950617283951,0.6672895464143247,0.6489904132296448,0.7077052226103717,0.7382014040992948,0.7633397525970608,0.7283950617283951,0.8952380952380953,0.7642276422764228,0.8245614035087719,0.5292841648590022,0.5687645687645687,0.5483146067415731,0.5224489795918368,0.7901234567901234,0.628992628992629
2026-04-14T09:15:28,gru,skytrax,0.7191966708883663,0.6380567811284766,0.6560858702246198,0.6542826822247412,0.7486614209888041,0.7960224105522334,0.7191966708883663,0.8443305573350416,0.6995753715498938,0.765166908563135,0.23604826546003016,0.4793261868300153,0.3163213744315311,0.8878787878787879,0.7839464882943143,0.8326820603907638
2026-04-14T09:15:36,gru,airlinequality,0.6552136241410218,0.5001352067130942,0.5117589567849914,0.5520693764317172,0.7019575336219303,0.777770474721958,0.6552136241410218,0.9284578696343402,0.726067136344799,0.8148837209302325,0.13858695652173914,0.45132743362831856,0.21205821205821207,0.468232044198895,0.4788135593220339,0.473463687150838
2026-04-14T09:15:53,gru,twitter+skytrax,0.7505567928730512,0.6906126339322117,0.6933782138922894,0.7051619862741619,0.7664399248889144,0.7922337598106819,0.7505567928730512,0.8387734915924827,0.7859128822984245,0.8114832535885167,0.3502958579881657,0.5471349353049908,0.42712842712842713,0.89106529209622,0.7824381412190706,0.8332262210796915
2026-04-14T09:16:06,gru,twitter+airlinequality,0.6675224646983312,0.5966374307909997,0.5894938669549438,0.6789010937923644,0.6915999682314765,0.7876900746545005,0.6675224646983312,0.9534606205250596,0.6364843335103558,0.763375796178344,0.3622291021671827,0.5358778625954198,0.43226600985221675,0.4527918781725888,0.8643410852713178,0.5942704863424384
2026-04-14T09:16:26,gru,skytrax+airlinequality,0.7189542483660131,0.6469481272201462,0.6651270939786719,0.6912684414127636,0.7527126896564265,0.8164617557010015,0.7189542483660131,0.9197957344547912,0.7125901791947871,0.8030422239706269,0.24285065819337268,0.608646188850967,0.34717715768981183,0.8327348892878516,0.7525689561925365,0.790625
2026-04-14T09:16:51,gru,twitter+skytrax+airlinequality,0.7340619307832422,0.6695642658133893,0.67465271366903,0.7057379283273454,0.752241313683386,0.8028303453344418,0.7340619307832422,0.9334149326805385,0.6748672566371682,0.7833590138674884,0.3113050706566916,0.5726299694189603,0.403338718362951,0.7792381376698596,0.8697165589259075,0.8219950652097285
